Testbild Nr. 1: JA, Label = 7, Vorhersage: 7, Fehler: 5.15431e-36
Testbild Nr. 5700: JA, Label = 1, Vorhersage: 1, Fehler: 1.1016e-37
Testbild Nr. 5701: JA, Label = 3, Vorhersage: 3, Fehler: 0.499997
Testbild Nr. 5702: NEIN, Label = 8, Vorhersage: 4, Fehler: 1.5
Testbild Nr. 5703: JA, Label = 6, Vorhersage: 6, Fehler: 5.37385e-27
Testbild Nr. 5704: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5705: JA, Label = 9, Vorhersage: 9, Fehler: 2.06228e-15
Testbild Nr. 5706: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.499171
Testbild Nr. 5707: JA, Label = 5, Vorhersage: 5, Fehler: 2.42692e-31
Testbild Nr. 5708: JA, Label = 9, Vorhersage: 9, Fehler: 2.45356e-26
Testbild Nr. 5709: JA, Label = 3, Vorhersage: 3, Fehler: 0.47664
Testbild Nr. 5710: JA, Label = 7, Vorhersage: 7, Fehler: 2.52758e-19
Testbild Nr. 5711: NEIN, Label = 8, Vorhersage: 1, Fehler: 0.5
Testbild Nr. 5712: JA, Label = 5, Vorhersage: 5, Fehler: 6.1089e-39
Testbild Nr. 5713: JA, Label = 6, Vorhersage: 6, Fehler: 4.15259e-24
Testbild Nr. 5714: JA, Label = 4, Vorhersage: 4, Fehler: 7.11708e-12
Testbild Nr. 5715: JA, Label = 7, Vorhersage: 7, Fehler: 3.46414e-09
Testbild Nr. 5716: JA, Label = 6, Vorhersage: 6, Fehler: 2.51152e-27
Testbild Nr. 5717: JA, Label = 2, Vorhersage: 2, Fehler: 2.92412e-22
Testbild Nr. 5718: NEIN, Label = 2, Vorhersage: 5, Fehler: 0.500001
Testbild Nr. 5719: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.999932
Testbild Nr. 5720: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.500387
Testbild Nr. 5721: JA, Label = 4, Vorhersage: 4, Fehler: 0.5
Testbild Nr. 5722: JA, Label = 0, Vorhersage: 0, Fehler: 8.68809e-28
Testbild Nr. 5723: JA, Label = 1, Vorhersage: 1, Fehler: 3.82958e-24
Testbild Nr. 5724: JA, Label = 2, Vorhersage: 2, Fehler: 3.08624e-34
Testbild Nr. 5725: JA, Label = 3, Vorhersage: 3, Fehler: 1.50051e-27
Testbild Nr. 5726: JA, Label = 4, Vorhersage: 4, Fehler: 0.5
Testbild Nr. 5727: JA, Label = 5, Vorhersage: 5, Fehler: 5.20214e-27
Testbild Nr. 5728: NEIN, Label = 6, Vorhersage: 5, Fehler: 0.537651
Testbild Nr. 5729: JA, Label = 7, Vorhersage: 7, Fehler: 4.59904e-12
Testbild Nr. 5730: JA, Label = 8, Vorhersage: 8, Fehler: 1.0456e-05
Testbild Nr. 5731: JA, Label = 9, Vorhersage: 9, Fehler: 2.81702e-10
Testbild Nr. 5732: JA, Label = 0, Vorhersage: 0, Fehler: 5.98001e-12
Testbild Nr. 5733: JA, Label = 1, Vorhersage: 1, Fehler: 5.89572e-15
Testbild Nr. 5734: JA, Label = 2, Vorhersage: 2, Fehler: 3.05108e-17
Testbild Nr. 5735: NEIN, Label = 3, Vorhersage: 7, Fehler: 1
Testbild Nr. 5736: JA, Label = 5, Vorhersage: 5, Fehler: 2.29432e-13
Testbild Nr. 5737: JA, Label = 6, Vorhersage: 6, Fehler: 5.26559e-12
Testbild Nr. 5738: JA, Label = 0, Vorhersage: 0, Fehler: 3.37765e-09
Testbild Nr. 5739: JA, Label = 1, Vorhersage: 1, Fehler: 4.0324e-19
Testbild Nr. 5740: JA, Label = 2, Vorhersage: 2, Fehler: 1.09654e-19
Testbild Nr. 5741: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.500002
Testbild Nr. 5742: JA, Label = 4, Vorhersage: 4, Fehler: 2.77086e-30
Testbild Nr. 5743: JA, Label = 5, Vorhersage: 5, Fehler: 5.48186e-47
Testbild Nr. 5744: JA, Label = 6, Vorhersage: 6, Fehler: 1.96285e-09
Testbild Nr. 5745: JA, Label = 8, Vorhersage: 8, Fehler: 5.65065e-09
Testbild Nr. 5746: JA, Label = 7, Vorhersage: 7, Fehler: 0.499254
Testbild Nr. 5747: JA, Label = 1, Vorhersage: 1, Fehler: 2.63995e-09
Testbild Nr. 5748: JA, Label = 3, Vorhersage: 3, Fehler: 4.34711e-39
Testbild Nr. 5749: JA, Label = 2, Vorhersage: 2, Fehler: 1.62494e-36
Testbild Nr. 5750: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 5751: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.999998
Testbild Nr. 5752: JA, Label = 7, Vorhersage: 7, Fehler: 3.71416e-37
Testbild Nr. 5753: JA, Label = 5, Vorhersage: 5, Fehler: 5.31662e-36
Testbild Nr. 5754: JA, Label = 9, Vorhersage: 9, Fehler: 0.498251
Testbild Nr. 5755: JA, Label = 9, Vorhersage: 9, Fehler: 0.381116
Testbild Nr. 5756: JA, Label = 6, Vorhersage: 6, Fehler: 1.81485e-25
Testbild Nr. 5757: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5758: NEIN, Label = 9, Vorhersage: 7, Fehler: 0.499971
Testbild Nr. 5759: JA, Label = 4, Vorhersage: 4, Fehler: 8.88747e-26
Testbild Nr. 5760: JA, Label = 1, Vorhersage: 1, Fehler: 0.236488
Testbild Nr. 5761: JA, Label = 3, Vorhersage: 3, Fehler: 1.7973e-21
Testbild Nr. 5762: JA, Label = 2, Vorhersage: 2, Fehler: 8.73569e-06
Testbild Nr. 5763: JA, Label = 1, Vorhersage: 1, Fehler: 2.39299e-23
Testbild Nr. 5764: JA, Label = 2, Vorhersage: 2, Fehler: 5.42622e-10
Testbild Nr. 5765: JA, Label = 3, Vorhersage: 3, Fehler: 1.3109e-25
Testbild Nr. 5766: JA, Label = 8, Vorhersage: 8, Fehler: 0.499995
Testbild Nr. 5767: JA, Label = 3, Vorhersage: 3, Fehler: 1.12608e-25
Testbild Nr. 5768: JA, Label = 2, Vorhersage: 2, Fehler: 5.78386e-20
Testbild Nr. 5769: JA, Label = 6, Vorhersage: 6, Fehler: 6.77287e-26
Testbild Nr. 5770: JA, Label = 5, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5771: JA, Label = 6, Vorhersage: 6, Fehler: 0.499954
Testbild Nr. 5772: JA, Label = 8, Vorhersage: 8, Fehler: 0.0055319
Testbild Nr. 5773: JA, Label = 2, Vorhersage: 2, Fehler: 5.1005e-45
Testbild Nr. 5774: JA, Label = 7, Vorhersage: 7, Fehler: 1.33012e-39
Testbild Nr. 5775: JA, Label = 4, Vorhersage: 4, Fehler: 6.84989e-26
Testbild Nr. 5776: JA, Label = 8, Vorhersage: 8, Fehler: 0.499995
Testbild Nr. 5777: JA, Label = 1, Vorhersage: 1, Fehler: 9.70821e-31
Testbild Nr. 5778: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.999982
Testbild Nr. 5779: NEIN, Label = 0, Vorhersage: 5, Fehler: 1
Testbild Nr. 5780: JA, Label = 5, Vorhersage: 5, Fehler: 6.51435e-38
Testbild Nr. 5781: JA, Label = 3, Vorhersage: 3, Fehler: 0.499989
Testbild Nr. 5782: JA, Label = 9, Vorhersage: 9, Fehler: 1.4643e-33
Testbild Nr. 5783: JA, Label = 4, Vorhersage: 4, Fehler: 1.87647e-31
Testbild Nr. 5784: JA, Label = 1, Vorhersage: 1, Fehler: 1.57919e-29
Testbild Nr. 5785: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.520039
Testbild Nr. 5786: JA, Label = 2, Vorhersage: 2, Fehler: 2.06707e-36
Testbild Nr. 5787: JA, Label = 1, Vorhersage: 1, Fehler: 4.51021e-20
Testbild Nr. 5788: JA, Label = 9, Vorhersage: 9, Fehler: 3.17939e-17
Testbild Nr. 5789: JA, Label = 6, Vorhersage: 6, Fehler: 1.9105e-27
Testbild Nr. 5790: JA, Label = 7, Vorhersage: 7, Fehler: 1.06306e-36
Testbild Nr. 5791: JA, Label = 9, Vorhersage: 9, Fehler: 0.0176788
Testbild Nr. 5792: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5793: JA, Label = 4, Vorhersage: 4, Fehler: 5.37955e-20
Testbild Nr. 5794: JA, Label = 6, Vorhersage: 6, Fehler: 1.33794e-22
Testbild Nr. 5795: JA, Label = 1, Vorhersage: 1, Fehler: 5.16229e-35
Testbild Nr. 5796: JA, Label = 7, Vorhersage: 7, Fehler: 8.6588e-52
Testbild Nr. 5797: JA, Label = 3, Vorhersage: 3, Fehler: 3.14696e-30
Testbild Nr. 5798: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5799: JA, Label = 7, Vorhersage: 7, Fehler: 9.61156e-48
Testbild Nr. 5800: JA, Label = 2, Vorhersage: 2, Fehler: 2.24855e-27
Testbild Nr. 5801: JA, Label = 9, Vorhersage: 9, Fehler: 0.5
Testbild Nr. 5802: NEIN, Label = 6, Vorhersage: 5, Fehler: 0.507571
Testbild Nr. 5803: JA, Label = 5, Vorhersage: 5, Fehler: 3.27973e-39
Testbild Nr. 5804: JA, Label = 8, Vorhersage: 8, Fehler: 2.78163e-21
Testbild Nr. 5805: JA, Label = 3, Vorhersage: 3, Fehler: 2.22416e-21
Testbild Nr. 5806: JA, Label = 9, Vorhersage: 9, Fehler: 1.19338e-26
Testbild Nr. 5807: NEIN, Label = 0, Vorhersage: 5, Fehler: 1
Testbild Nr. 5808: JA, Label = 5, Vorhersage: 5, Fehler: 3.55871e-55
Testbild Nr. 5809: JA, Label = 7, Vorhersage: 7, Fehler: 1.72342e-22
Testbild Nr. 5810: JA, Label = 1, Vorhersage: 1, Fehler: 1.21227e-26
Testbild Nr. 5811: JA, Label = 6, Vorhersage: 6, Fehler: 6.01699e-21
Testbild Nr. 5812: JA, Label = 1, Vorhersage: 1, Fehler: 6.67288e-06
Testbild Nr. 5813: JA, Label = 0, Vorhersage: 0, Fehler: 0.499687
Testbild Nr. 5814: JA, Label = 9, Vorhersage: 9, Fehler: 4.55237e-07
Testbild Nr. 5815: JA, Label = 3, Vorhersage: 3, Fehler: 9.0776e-15
Testbild Nr. 5816: JA, Label = 3, Vorhersage: 3, Fehler: 1.06596e-18
Testbild Nr. 5817: JA, Label = 4, Vorhersage: 4, Fehler: 6.2754e-23
Testbild Nr. 5818: JA, Label = 4, Vorhersage: 4, Fehler: 1.14356e-40
Testbild Nr. 5819: JA, Label = 0, Vorhersage: 0, Fehler: 0.357378
Testbild Nr. 5820: JA, Label = 6, Vorhersage: 6, Fehler: 9.44184e-24
Testbild Nr. 5821: JA, Label = 2, Vorhersage: 2, Fehler: 6.12888e-25
Testbild Nr. 5822: JA, Label = 5, Vorhersage: 5, Fehler: 1.8833e-31
Testbild Nr. 5823: JA, Label = 4, Vorhersage: 4, Fehler: 1.69379e-46
Testbild Nr. 5824: JA, Label = 2, Vorhersage: 2, Fehler: 5.51809e-19
Testbild Nr. 5825: JA, Label = 3, Vorhersage: 3, Fehler: 0.000591338
Testbild Nr. 5826: JA, Label = 4, Vorhersage: 4, Fehler: 2.36958e-26
Testbild Nr. 5827: JA, Label = 6, Vorhersage: 6, Fehler: 0.5
Testbild Nr. 5828: JA, Label = 0, Vorhersage: 0, Fehler: 3.77802e-09
Testbild Nr. 5829: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.500014
Testbild Nr. 5830: JA, Label = 2, Vorhersage: 2, Fehler: 4.58893e-35
Testbild Nr. 5831: JA, Label = 0, Vorhersage: 0, Fehler: 0.492998
Testbild Nr. 5832: JA, Label = 1, Vorhersage: 1, Fehler: 0.499985
Testbild Nr. 5833: JA, Label = 4, Vorhersage: 4, Fehler: 1.35728e-21
Testbild Nr. 5834: JA, Label = 5, Vorhersage: 5, Fehler: 3.49247e-17
Testbild Nr. 5835: JA, Label = 6, Vorhersage: 6, Fehler: 4.66776e-29
Testbild Nr. 5836: JA, Label = 7, Vorhersage: 7, Fehler: 5.40173e-11
Testbild Nr. 5837: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 5838: JA, Label = 9, Vorhersage: 9, Fehler: 8.08898e-15
Testbild Nr. 5839: NEIN, Label = 0, Vorhersage: 7, Fehler: 0.5
Testbild Nr. 5840: JA, Label = 1, Vorhersage: 1, Fehler: 1.60875e-24
Testbild Nr. 5841: JA, Label = 2, Vorhersage: 2, Fehler: 2.29054e-34
Testbild Nr. 5842: JA, Label = 3, Vorhersage: 3, Fehler: 0.497034
Testbild Nr. 5843: NEIN, Label = 4, Vorhersage: 7, Fehler: 0.989065
Testbild Nr. 5844: JA, Label = 5, Vorhersage: 5, Fehler: 6.51281e-19
Testbild Nr. 5845: JA, Label = 6, Vorhersage: 6, Fehler: 3.71039e-11
Testbild Nr. 5846: JA, Label = 7, Vorhersage: 7, Fehler: 5.30617e-27
Testbild Nr. 5847: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.491008
Testbild Nr. 5848: JA, Label = 0, Vorhersage: 0, Fehler: 0.499979
Testbild Nr. 5849: JA, Label = 1, Vorhersage: 1, Fehler: 2.43708e-22
Testbild Nr. 5850: JA, Label = 2, Vorhersage: 2, Fehler: 5.91202e-11
Testbild Nr. 5851: JA, Label = 3, Vorhersage: 3, Fehler: 0.497613
Testbild Nr. 5852: JA, Label = 4, Vorhersage: 4, Fehler: 0.5
Testbild Nr. 5853: JA, Label = 5, Vorhersage: 5, Fehler: 5.33711e-13
Testbild Nr. 5854: JA, Label = 6, Vorhersage: 6, Fehler: 4.97931e-15
Testbild Nr. 5855: JA, Label = 7, Vorhersage: 7, Fehler: 4.98778e-13
Testbild Nr. 5856: JA, Label = 8, Vorhersage: 8, Fehler: 0.0127377
Testbild Nr. 5857: JA, Label = 9, Vorhersage: 9, Fehler: 1.71799e-08
Testbild Nr. 5858: NEIN, Label = 8, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 5859: JA, Label = 7, Vorhersage: 7, Fehler: 4.50161e-17
Testbild Nr. 5860: JA, Label = 1, Vorhersage: 1, Fehler: 2.68217e-34
Testbild Nr. 5861: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5862: JA, Label = 7, Vorhersage: 7, Fehler: 3.73077e-26
Testbild Nr. 5863: JA, Label = 5, Vorhersage: 5, Fehler: 0.0431702
Testbild Nr. 5864: JA, Label = 2, Vorhersage: 2, Fehler: 7.33105e-11
Testbild Nr. 5865: JA, Label = 8, Vorhersage: 8, Fehler: 0.5
Testbild Nr. 5866: JA, Label = 0, Vorhersage: 0, Fehler: 8.33924e-08
Testbild Nr. 5867: JA, Label = 7, Vorhersage: 7, Fehler: 6.88336e-16
Testbild Nr. 5868: JA, Label = 5, Vorhersage: 5, Fehler: 7.77462e-19
Testbild Nr. 5869: JA, Label = 9, Vorhersage: 9, Fehler: 0.000661898
Testbild Nr. 5870: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.5
Testbild Nr. 5871: NEIN, Label = 0, Vorhersage: 7, Fehler: 0.5
Testbild Nr. 5872: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.999896
Testbild Nr. 5873: JA, Label = 1, Vorhersage: 1, Fehler: 1.48464e-09
Testbild Nr. 5874: JA, Label = 1, Vorhersage: 1, Fehler: 2.92807e-23
Testbild Nr. 5875: JA, Label = 5, Vorhersage: 5, Fehler: 0.499898
Testbild Nr. 5876: JA, Label = 8, Vorhersage: 8, Fehler: 0.00481166
Testbild Nr. 5877: NEIN, Label = 8, Vorhersage: 1, Fehler: 0.5
Testbild Nr. 5878: JA, Label = 6, Vorhersage: 6, Fehler: 0.386037
Testbild Nr. 5879: JA, Label = 3, Vorhersage: 3, Fehler: 0.499878
Testbild Nr. 5880: JA, Label = 2, Vorhersage: 2, Fehler: 0.999982
Testbild Nr. 5881: JA, Label = 1, Vorhersage: 1, Fehler: 1.44133e-32
Testbild Nr. 5882: JA, Label = 8, Vorhersage: 8, Fehler: 5.97288e-17
Testbild Nr. 5883: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.885717
Testbild Nr. 5884: JA, Label = 2, Vorhersage: 2, Fehler: 0.499916
Testbild Nr. 5885: JA, Label = 6, Vorhersage: 6, Fehler: 0.499772
Testbild Nr. 5886: JA, Label = 5, Vorhersage: 5, Fehler: 1.07605e-15
Testbild Nr. 5887: JA, Label = 6, Vorhersage: 6, Fehler: 0.107396
Testbild Nr. 5888: NEIN, Label = 7, Vorhersage: 5, Fehler: 0.519385
Testbild Nr. 5889: NEIN, Label = 4, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5890: JA, Label = 1, Vorhersage: 1, Fehler: 1.88162e-31
Testbild Nr. 5891: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5892: JA, Label = 5, Vorhersage: 5, Fehler: 0.499999
Testbild Nr. 5893: JA, Label = 3, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 5894: JA, Label = 1, Vorhersage: 1, Fehler: 4.27953e-23
Testbild Nr. 5895: JA, Label = 9, Vorhersage: 9, Fehler: 0.499542
Testbild Nr. 5896: NEIN, Label = 2, Vorhersage: 5, Fehler: 0.999732
Testbild Nr. 5897: JA, Label = 1, Vorhersage: 1, Fehler: 1.03419e-25
Testbild Nr. 5898: NEIN, Label = 9, Vorhersage: 7, Fehler: 1
Testbild Nr. 5899: JA, Label = 6, Vorhersage: 6, Fehler: 1.90359e-14
Testbild Nr. 5900: JA, Label = 0, Vorhersage: 0, Fehler: 5.38711e-10
Testbild Nr. 5901: JA, Label = 4, Vorhersage: 4, Fehler: 1.01228e-39
Testbild Nr. 5902: JA, Label = 6, Vorhersage: 6, Fehler: 4.50701e-18
Testbild Nr. 5903: JA, Label = 1, Vorhersage: 1, Fehler: 5.97087e-30
Testbild Nr. 5904: JA, Label = 7, Vorhersage: 7, Fehler: 9.68205e-25
Testbild Nr. 5905: JA, Label = 3, Vorhersage: 3, Fehler: 0.0407421
Testbild Nr. 5906: JA, Label = 8, Vorhersage: 8, Fehler: 0.499997
Testbild Nr. 5907: JA, Label = 7, Vorhersage: 7, Fehler: 0.0627973
Testbild Nr. 5908: JA, Label = 2, Vorhersage: 2, Fehler: 0.498919
Testbild Nr. 5909: JA, Label = 9, Vorhersage: 9, Fehler: 0.498652
Testbild Nr. 5910: JA, Label = 6, Vorhersage: 6, Fehler: 1.91219e-35
Testbild Nr. 5911: JA, Label = 5, Vorhersage: 5, Fehler: 2.31018e-08
Testbild Nr. 5912: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.793174
Testbild Nr. 5913: NEIN, Label = 3, Vorhersage: 0, Fehler: 0.999968
Testbild Nr. 5914: JA, Label = 5, Vorhersage: 5, Fehler: 0.499988
Testbild Nr. 5915: JA, Label = 7, Vorhersage: 7, Fehler: 0.0987789
Testbild Nr. 5916: JA, Label = 1, Vorhersage: 1, Fehler: 3.11116e-22
Testbild Nr. 5917: JA, Label = 6, Vorhersage: 6, Fehler: 6.16635e-31
Testbild Nr. 5918: JA, Label = 1, Vorhersage: 1, Fehler: 4.84525e-16
Testbild Nr. 5919: JA, Label = 0, Vorhersage: 0, Fehler: 0.499965
Testbild Nr. 5920: JA, Label = 9, Vorhersage: 9, Fehler: 0.493249
Testbild Nr. 5921: JA, Label = 6, Vorhersage: 6, Fehler: 1.69174e-19
Testbild Nr. 5922: JA, Label = 2, Vorhersage: 2, Fehler: 4.08356e-06
Testbild Nr. 5923: JA, Label = 5, Vorhersage: 5, Fehler: 6.55139e-26
Testbild Nr. 5924: JA, Label = 4, Vorhersage: 4, Fehler: 7.41309e-10
Testbild Nr. 5925: JA, Label = 2, Vorhersage: 2, Fehler: 0.49626
Testbild Nr. 5926: JA, Label = 3, Vorhersage: 3, Fehler: 0.499968
Testbild Nr. 5927: JA, Label = 4, Vorhersage: 4, Fehler: 6.2051e-18
Testbild Nr. 5928: JA, Label = 4, Vorhersage: 4, Fehler: 6.51577e-27
Testbild Nr. 5929: JA, Label = 6, Vorhersage: 6, Fehler: 1.28122e-20
Testbild Nr. 5930: JA, Label = 0, Vorhersage: 0, Fehler: 0.26961
Testbild Nr. 5931: JA, Label = 0, Vorhersage: 0, Fehler: 0.499999
Testbild Nr. 5932: JA, Label = 2, Vorhersage: 2, Fehler: 0.000115367
Testbild Nr. 5933: JA, Label = 0, Vorhersage: 0, Fehler: 0.358103
Testbild Nr. 5934: JA, Label = 1, Vorhersage: 1, Fehler: 1.45601e-11
Testbild Nr. 5935: JA, Label = 2, Vorhersage: 2, Fehler: 0.00475719
Testbild Nr. 5936: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.815103
Testbild Nr. 5937: JA, Label = 4, Vorhersage: 4, Fehler: 6.76266e-06
Testbild Nr. 5938: JA, Label = 5, Vorhersage: 5, Fehler: 1.66691e-06
Testbild Nr. 5939: JA, Label = 6, Vorhersage: 6, Fehler: 0.000135108
Testbild Nr. 5940: JA, Label = 7, Vorhersage: 7, Fehler: 0.0448892
Testbild Nr. 5941: NEIN, Label = 8, Vorhersage: 3, Fehler: 0.983256
Testbild Nr. 5942: NEIN, Label = 9, Vorhersage: 5, Fehler: 0.996918
Testbild Nr. 5943: JA, Label = 0, Vorhersage: 0, Fehler: 0.362408
Testbild Nr. 5944: JA, Label = 1, Vorhersage: 1, Fehler: 8.17583e-19
Testbild Nr. 5945: NEIN, Label = 2, Vorhersage: 5, Fehler: 1
Testbild Nr. 5946: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.999991
Testbild Nr. 5947: JA, Label = 4, Vorhersage: 4, Fehler: 2.67994e-12
Testbild Nr. 5948: JA, Label = 5, Vorhersage: 5, Fehler: 5.45675e-43
Testbild Nr. 5949: JA, Label = 6, Vorhersage: 6, Fehler: 5.92656e-26
Testbild Nr. 5950: JA, Label = 7, Vorhersage: 7, Fehler: 4.78845e-32
Testbild Nr. 5951: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5952: JA, Label = 9, Vorhersage: 9, Fehler: 9.10606e-06
Testbild Nr. 5953: JA, Label = 0, Vorhersage: 0, Fehler: 3.22018e-12
Testbild Nr. 5954: JA, Label = 1, Vorhersage: 1, Fehler: 3.10313e-22
Testbild Nr. 5955: JA, Label = 2, Vorhersage: 2, Fehler: 3.38432e-44
Testbild Nr. 5956: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.999915
Testbild Nr. 5957: JA, Label = 4, Vorhersage: 4, Fehler: 2.84759e-21
Testbild Nr. 5958: JA, Label = 5, Vorhersage: 5, Fehler: 9.301e-22
Testbild Nr. 5959: JA, Label = 6, Vorhersage: 6, Fehler: 1.27099e-07
Testbild Nr. 5960: JA, Label = 7, Vorhersage: 7, Fehler: 1.5987e-21
Testbild Nr. 5961: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.500004
Testbild Nr. 5962: NEIN, Label = 9, Vorhersage: 5, Fehler: 0.970501
Testbild Nr. 5963: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5964: JA, Label = 6, Vorhersage: 6, Fehler: 0.489684
Testbild Nr. 5965: JA, Label = 5, Vorhersage: 5, Fehler: 6.70861e-40
Testbild Nr. 5966: JA, Label = 0, Vorhersage: 0, Fehler: 0.499991
Testbild Nr. 5967: JA, Label = 6, Vorhersage: 6, Fehler: 1.02977e-23
Testbild Nr. 5968: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5969: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.909768
Testbild Nr. 5970: JA, Label = 4, Vorhersage: 4, Fehler: 2.09688e-25
Testbild Nr. 5971: JA, Label = 1, Vorhersage: 1, Fehler: 1.60725e-19
Testbild Nr. 5972: JA, Label = 9, Vorhersage: 9, Fehler: 2.13471e-30
Testbild Nr. 5973: JA, Label = 5, Vorhersage: 5, Fehler: 4.90574e-32
Testbild Nr. 5974: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.997873
Testbild Nr. 5975: JA, Label = 0, Vorhersage: 0, Fehler: 2.44512e-17
Testbild Nr. 5976: NEIN, Label = 4, Vorhersage: 9, Fehler: 0.972799
Testbild Nr. 5977: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5978: NEIN, Label = 9, Vorhersage: 5, Fehler: 0.977385
Testbild Nr. 5979: JA, Label = 1, Vorhersage: 1, Fehler: 4.89094e-07
Testbild Nr. 5980: JA, Label = 4, Vorhersage: 4, Fehler: 0.499998
Testbild Nr. 5981: JA, Label = 0, Vorhersage: 0, Fehler: 0.452949
Testbild Nr. 5982: JA, Label = 5, Vorhersage: 5, Fehler: 1.23242e-16
Testbild Nr. 5983: JA, Label = 5, Vorhersage: 5, Fehler: 0.490788
Testbild Nr. 5984: NEIN, Label = 2, Vorhersage: 5, Fehler: 1
Testbild Nr. 5985: JA, Label = 1, Vorhersage: 1, Fehler: 1.31969e-18
Testbild Nr. 5986: JA, Label = 5, Vorhersage: 5, Fehler: 2.31699e-49
Testbild Nr. 5987: JA, Label = 4, Vorhersage: 4, Fehler: 0.128985
Testbild Nr. 5988: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.502299
Testbild Nr. 5989: JA, Label = 7, Vorhersage: 7, Fehler: 1.18789e-16
Testbild Nr. 5990: JA, Label = 6, Vorhersage: 6, Fehler: 1.7874e-14
Testbild Nr. 5991: JA, Label = 0, Vorhersage: 0, Fehler: 6.04484e-20
Testbild Nr. 5992: JA, Label = 1, Vorhersage: 1, Fehler: 4.13905e-29
Testbild Nr. 5993: NEIN, Label = 7, Vorhersage: 5, Fehler: 0.500039
Testbild Nr. 5994: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5995: JA, Label = 6, Vorhersage: 6, Fehler: 7.75046e-35
Testbild Nr. 5996: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 5997: NEIN, Label = 9, Vorhersage: 5, Fehler: 0.742054
Testbild Nr. 5998: JA, Label = 5, Vorhersage: 5, Fehler: 5.46134e-07
Testbild Nr. 5999: JA, Label = 1, Vorhersage: 1, Fehler: 9.31068e-26
Testbild Nr. 6000: JA, Label = 7, Vorhersage: 7, Fehler: 9.17082e-11
Testbild Nr. 6001: JA, Label = 9, Vorhersage: 9, Fehler: 0.000689573
Testbild Nr. 6002: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 6003: JA, Label = 6, Vorhersage: 6, Fehler: 3.17011e-15
Testbild Nr. 6004: JA, Label = 0, Vorhersage: 0, Fehler: 0.488577
Testbild Nr. 6005: NEIN, Label = 8, Vorhersage: 4, Fehler: 0.5
Testbild Nr. 6006: JA, Label = 1, Vorhersage: 1, Fehler: 0.498072
Testbild Nr. 6007: JA, Label = 7, Vorhersage: 7, Fehler: 1.00362e-15
Testbild Nr. 6008: JA, Label = 7, Vorhersage: 7, Fehler: 0.5
Testbild Nr. 6009: JA, Label = 1, Vorhersage: 1, Fehler: 0.050002
Testbild Nr. 6010: NEIN, Label = 3, Vorhersage: 5, Fehler: 1
Testbild Nr. 6011: JA, Label = 2, Vorhersage: 2, Fehler: 6.90888e-06
Testbild Nr. 6012: NEIN, Label = 3, Vorhersage: 5, Fehler: 1
Testbild Nr. 6013: JA, Label = 1, Vorhersage: 1, Fehler: 1.05245e-25
Testbild Nr. 6014: JA, Label = 4, Vorhersage: 4, Fehler: 3.46222e-17
Testbild Nr. 6015: JA, Label = 2, Vorhersage: 2, Fehler: 2.69175e-28
Testbild Nr. 6016: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.527872
